locality,Year,house price
ALTONA MEADOWS,2011,395000.00 
ALTONA NORTH,2011,520000.00 
ANGLESEA,2011,600500.00 
APOLLO BAY,2011,495000.00 
ARARAT,2011,169000.00 
ARDEER,2011,360000.00 
ARMADALE,2011,1615000.00 
ARMSTRONG CREEK,2011,205000.00 
ASCOT (GREATER BENDIGO),2011,323500.00 
ASCOT VALE,2011,735000.00 
ASHBURTON,2011,890000.00 
ASHWOOD,2011,749000.00 
ASPENDALE,2011,630000.00 
ASPENDALE GARDENS,2011,550000.00 
ATTWOOD,2011,592000.00 
AVENEL,2011,221500.00 
AVOCA,2011,151000.00 
AVONDALE HEIGHTS,2011,538000.00 
AVONSLEIGH,2011,385500.00 
BACCHUS MARSH,2011,330000.00 
BADGER CREEK,2011,295000.00 
BAIRNSDALE,2011,235000.00 
BALACLAVA,2011,793500.00 
BALCOMBE,2011,718500.00 
BALLAN,2011,310000.00 
BALLARAT CENTRAL,2011,320000.00 
BALLARAT EAST,2011,245000.00 
BALLARAT NORTH,2011,275000.00 
BALNARRING,2011,472500.00 
BALNARRING BEACH,2011,630000.00 
BALWYN,2011,1363000.00 
BALWYN NORTH,2011,1100000.00 
BANNOCKBURN,2011,378000.00 
BARANDUDA,2011,340000.00 
BARNAWARTHA,2011,220000.00 
BARWON HEADS,2011,607500.00 
BAXTER,2011,320000.00 
BAYSWATER,2011,447500.00 
BAYSWATER NORTH,2011,436000.00 
BEACONSFIELD,2011,505000.00 
BEACONSFIELD UPPER,2011,437500.00 
BEAUFORT,2011,142500.00 
BEAUMARIS,2011,1050000.00 
BEEAC,2011,197500.00 
BEECHWORTH,2011,320000.00 
BELGRAVE,2011,375000.00 
BELGRAVE HEIGHTS,2011,382000.00 
BELGRAVE SOUTH,2011,475000.00 
BELL PARK,2011,315000.00 
BELL POST HILL,2011,320000.00 
BELLBRIDGE,2011,280000.00 
BELLFIELD (BANYULE),2011,550500.00 
BELMONT,2011,345000.00 
BENALLA,2011,225000.00 
BENDIGO,2011,290000.00 
BENTLEIGH,2011,882000.00 
BENTLEIGH EAST,2011,720000.00 
BERWICK,2011,440000.00 
BEULAH,2011,69000.00 
BEVERIDGE,2011,416500.00 
BIRCHIP,2011,77000.00 
BIRREGURRA,2011,260000.00 
BITTERN,2011,365000.00 
BLACK HILL,2011,292000.00 
BLACK ROCK,2011,1237500.00 
BLACKBURN,2011,786000.00 
BLACKBURN NORTH,2011,617500.00 
BLACKBURN SOUTH,2011,636500.00 
BLACKWOOD,2011,263000.00 
BLAIRGOWRIE,2011,600000.00 
BLIND BIGHT,2011,358000.00 
BONBEACH,2011,555000.00 
BONNIE DOON,2011,215000.00 
BONSHAW,2011,-
BOOLARRA,2011,209000.00 
BOORT,2011,164000.00 
BORONIA,2011,440000.00 
BOTANIC RIDGE,2011,475000.00 
BOX HILL,2011,975000.00 
BOX HILL NORTH,2011,678000.00 
BOX HILL SOUTH,2011,770000.00 
BRAYBROOK,2011,443000.00 
BREAKWATER,2011,252500.00 
BRIAGOLONG,2011,225000.00 
BRIAR HILL,2011,545500.00 
BRIGHT,2011,335000.00 
BRIGHTON,2011,1720000.00 
BRIGHTON EAST,2011,1100000.00 
BROADFORD,2011,260000.00 
BROADMEADOWS,2011,357000.00 
BROOKFIELD,2011,341000.00 
BROOKLYN,2011,485000.00 
BROWN HILL,2011,258500.00 
BRUNSWICK,2011,670000.00 
BRUNSWICK EAST,2011,700000.00 
BRUNSWICK WEST,2011,701500.00 
BRUTHEN,2011,204000.00 
BULLEEN,2011,722500.00 
BUNDALONG,2011,500000.00 
BUNDOORA,2011,490000.00 
BUNINYONG,2011,307500.00 
BUNYIP,2011,340000.00 
BURNLEY,2011,810000.00 
BURNSIDE,2011,410000.00 
BURNSIDE HEIGHTS,2011,405000.00 
BURWOOD,2011,799000.00 
BURWOOD EAST,2011,630000.00 
CAIRNLEA,2011,478500.00 
CALIFORNIA GULLY,2011,240000.00 
CAMBERWELL,2011,1322000.00 
CAMPBELLFIELD,2011,360000.00 
CAMPBELLS CREEK,2011,340000.00 
CAMPERDOWN,2011,180000.00 
CANADIAN,2011,298000.00 
CANN RIVER,2011,83500.00 
CANTERBURY,2011,1730000.00 
CAPE PATERSON,2011,420000.00 
CAPE SCHANCK,2011,477500.00 
CAPEL SOUND,2011,375000.00 
CARISBROOK,2011,134500.00 
CARLTON,2011,1055000.00 
CARLTON NORTH,2011,833000.00 
CARNEGIE,2011,905500.00 
CAROLINE SPRINGS,2011,420000.00 
CARRUM,2011,492500.00 
CARRUM DOWNS,2011,345000.00 
CASTERTON,2011,106500.00 
CASTLEMAINE,2011,322500.00 
CAULFIELD,2011,1150000.00 
CAULFIELD EAST,2011,760000.00 
CAULFIELD NORTH,2011,1350000.00 
CAULFIELD SOUTH,2011,930000.00 
CHADSTONE,2011,625000.00 
CHARLEMONT,2011,560000.00 
CHARLTON,2011,117000.00 
CHELSEA,2011,525000.00 
CHELSEA HEIGHTS,2011,454000.00 
CHELTENHAM,2011,644000.00 
CHELTENHAM EAST,2011,580000.00 
CHELTENHAM NORTH,2011,581500.00 
CHEWTON,2011,255000.00 
CHILTERN,2011,202000.00 
CHIRNSIDE PARK,2011,464000.00 
CHUM CREEK,2011,402000.00 
CHURCHILL,2011,170000.00 
CLARINDA,2011,530000.00 
CLAYTON,2011,617000.00 
CLAYTON NORTH,2011,619500.00 
CLAYTON SOUTH,2011,511000.00 
CLIFTON HILL,2011,780000.00 
CLIFTON SPRINGS,2011,340000.00 
CLUNES,2011,199000.00 
CLYDE,2011,515000.00 
CLYDE NORTH,2011,300000.00 
COBBLEBANK,2011,-
COBDEN,2011,200000.00 
COBRAM,2011,207500.00 
COBURG,2011,611000.00 
COBURG EAST,2011,510000.00 
COBURG NORTH,2011,540000.00 
COCKATOO,2011,325000.00 
COHUNA,2011,170000.00 
COLAC,2011,215000.00 
COLDSTREAM,2011,377500.00 
COLERAINE,2011,124000.00 
COLLINGWOOD,2011,697500.00 
CONNEWARRE,2011,707500.00 
COOLAROO,2011,304000.00 
COONANS HILL,2011,630000.00 
COONGULLA,2011,250000.00 
CORINELLA,2011,282500.00 
CORIO,2011,225000.00 
CORONET BAY,2011,261500.00 
CORRYONG,2011,155000.00 
COWES,2011,372500.00 
COWES WEST,2011,350000.00 
CRAIGIEBURN,2011,360000.00 
CRANBOURNE,2011,325000.00 
CRANBOURNE EAST,2011,368000.00 
CRANBOURNE NORTH,2011,361000.00 
CRANBOURNE WEST,2011,319000.00 
CREMORNE,2011,735000.00 
CRESWICK,2011,223000.00 
CRIB POINT,2011,330000.00 
CROYDON,2011,465000.00 
CROYDON HILLS,2011,532000.00 
CROYDON NORTH,2011,505500.00 
CROYDON SOUTH,2011,435500.00 
CURLEWIS,2011,153000.00 
DALLAS,2011,305000.00 
DALYSTON,2011,281500.00 
DANDENONG,2011,400500.00 
DANDENONG NORTH,2011,395000.00 
DARLEY,2011,325000.00 
DARTMOOR,2011,105000.00 
DAYLESFORD,2011,351500.00 
DEANSIDE,2011,-
DEEPDENE,2011,2046500.00 
DEER PARK,2011,357000.00 
DELACOMBE,2011,278500.00 
DELAHEY,2011,370000.00 
DENNINGTON,2011,349000.00 
DERRIMUT,2011,418000.00 
DERRINALLUM,2011,157500.00 
DIAMOND CREEK,2011,515000.00 
DIGGERS REST,2011,285000.00 
DIMBOOLA,2011,107500.00 
DINGLEY VILLAGE,2011,540000.00 
DINNER PLAIN,2011,450000.00 
DONALD,2011,165000.00 
DONCASTER,2011,770000.00 
DONCASTER EAST,2011,720000.00 
DONVALE,2011,712500.00 
DOREEN,2011,460000.00 
DOVETON,2011,322000.00 
DROMANA,2011,455000.00 
DROUIN,2011,289000.00 
DRYSDALE,2011,425000.00 
DUNKELD,2011,245000.00 
DUNOLLY,2011,145000.00 
EAGLE POINT,2011,301500.00 
EAGLEHAWK,2011,240000.00 
EAGLEMONT,2011,1500000.00 
EAST BAIRNSDALE,2011,176500.00 
EAST BENDIGO,2011,267000.00 
EAST GEELONG,2011,400000.00 
EAST MELBOURNE,2011,1737500.00 
EAST WARBURTON,2011,332500.00 
EASTWOOD,2011,334000.00 
ECHUCA,2011,278000.00 
EDENHOPE,2011,100000.00 
EDITHVALE,2011,590000.00 
EILDON,2011,180000.00 
ELLIMINYT,2011,260000.00 
ELMORE,2011,188000.00 
ELSTERNWICK,2011,1200000.00 
ELTHAM,2011,625000.00 
ELTHAM NORTH,2011,627000.00 
ELWOOD,2011,1150000.00 
EMERALD,2011,415000.00 
ENDEAVOUR HILLS,2011,400000.00 
EPPING,2011,385000.00 
EPSOM,2011,325000.00 
ESSENDON,2011,895000.00 
ESSENDON NORTH,2011,875500.00 
ESSENDON WEST,2011,742500.00 
EUMEMMERRING,2011,350000.00 
EUREKA,2011,257500.00 
EUROA,2011,185000.00 
EYNESBURY,2011,360000.00 
FAIRFIELD,2011,800000.00 
FAIRHAVEN,2011,715000.00 
FAWKNER,2011,439000.00 
FERNTREE GULLY,2011,430500.00 
FERNY CREEK,2011,525000.00 
FINGAL,2011,700000.00 
FITZROY,2011,880000.00 
FITZROY NORTH,2011,855000.00 
FIVEWAYS,2011,290000.00 
FLEMINGTON,2011,655000.00 
FLINDERS,2011,822000.00 
FLORA HILL,2011,285000.00 
FLOWERDALE,2011,286500.00 
FOOTSCRAY,2011,568000.00 
FOREST HILL,2011,560000.00 
FOSTER,2011,265000.00 
FRANKSTON,2011,357000.00 
FRANKSTON NORTH,2011,277000.00 
FRANKSTON SOUTH,2011,533500.00 
FRASER RISE,2011,-
FYANSFORD,2011,425000.00 
GARDEN CITY,2011,912500.00 
GARDENVALE,2011,1133000.00 
GARFIELD,2011,345000.00 
GEELONG,2011,475000.00 
GEELONG WEST,2011,405000.00 
GEMBROOK,2011,385000.00 
GISBORNE,2011,430000.00 
GLADSTONE PARK,2011,385000.00 
GLEN HUNTLY,2011,805000.00 
GLEN IRIS,2011,1200000.00 
GLEN WAVERLEY,2011,718000.00 
GLENGARRY,2011,231000.00 
GLENROWAN,2011,290000.00 
GLENROY,2011,457500.00 
GOLDEN BEACH,2011,229000.00 
GOLDEN POINT (BALLARAT),2011,258000.00 
GOLDEN SQUARE,2011,270000.00 
GORDON,2011,300000.00 
GOUGHS BAY,2011,180000.00 
GOWANBRAE,2011,555500.00 
GRANTVILLE,2011,235000.00 
GREEN LAKE,2011,247500.00 
GREENSBOROUGH,2011,519000.00 
GREENVALE,2011,545000.00 
GROVEDALE,2011,345000.00 
HADFIELD,2011,486000.00 
HALLAM,2011,360000.00 
HALLS GAP,2011,255000.00 
HAMILTON,2011,217500.00 
HAMLYN HEIGHTS,2011,348000.00 
HAMPTON,2011,1282500.00 
HAMPTON EAST,2011,747500.00 
HAMPTON PARK,2011,335000.00 
HARKNESS,2011,336500.00 
HASTINGS,2011,350000.00 
HASTINGS WEST,2011,272000.00 
HAWTHORN,2011,1330000.00 
HAWTHORN EAST,2011,1250500.00 
HEALESVILLE,2011,380000.00 
HEATHCOTE,2011,200000.00 
HEATHERTON,2011,632000.00 
HEATHMONT,2011,509000.00 
HEIDELBERG,2011,770000.00 
HEIDELBERG HEIGHTS,2011,537500.00 
HEIDELBERG WEST,2011,420000.00 
HEPBURN,2011,310000.00 
HEPBURN SPRINGS,2011,308000.00 
HERNE HILL,2011,325000.00 
HEYFIELD,2011,175000.00 
HEYWOOD,2011,167500.00 
HIGHETT,2011,711000.00 
HIGHTON,2011,450000.00 
HILLSIDE (MELTON),2011,415000.00 
HOPETOUN,2011,55500.00 
HOPPERS CROSSING,2011,328000.00 
HORSHAM,2011,210000.00 
HUGHESDALE,2011,740000.00 
HUNTINGDALE,2011,610000.00 
HUNTLY,2011,250000.00 
HURSTBRIDGE,2011,457500.00 
INDENTED HEAD,2011,347000.00 
INGLEWOOD,2011,208500.00 
INVERLEIGH,2011,365000.00 
INVERLOCH,2011,450000.00 
INVERMAY PARK,2011,363500.00 
IRONBARK,2011,287000.00 
IRYMPLE,2011,228000.00 
IVANHOE,2011,980000.00 
IVANHOE EAST,2011,1300000.00 
JACANA,2011,345000.00 
JACKASS FLAT,2011,255000.00 
JAMIESON,2011,215000.00 
JAN JUC,2011,587500.00 
JEERALANG NORTH,2011,129000.00 
JEPARIT,2011,101500.00 
JUNCTION VILLAGE,2011,287500.00 
JUNORTOUN,2011,425000.00 
KALIMNA,2011,312500.00 
KALKALLO,2011,375000.00 
KALLISTA,2011,482000.00 
KALORAMA,2011,440000.00 
KANGAROO FLAT,2011,270000.00 
KANGAROO GROUND SOUTH,2011,606500.00 
KANIVA,2011,90000.00 
KEALBA,2011,372500.00 
KEILOR,2011,570000.00 
KEILOR DOWNS,2011,405000.00 
KEILOR EAST,2011,587500.00 
KEILOR LODGE,2011,520000.00 
KEILOR PARK,2011,501000.00 
KENNINGTON,2011,306000.00 
KENSINGTON,2011,650000.00 
KERANG,2011,150000.00 
KEW,2011,1650000.00 
KEW EAST,2011,1056000.00 
KEW NORTH,2011,1071000.00 
KEYSBOROUGH,2011,430000.00 
KIALLA,2011,360000.00 
KILCUNDA,2011,330000.00 
KILLARA (WODONGA),2011,212500.00 
KILMORE,2011,325000.00 
KILSYTH,2011,430000.00 
KILSYTH SOUTH,2011,520000.00 
KINGLAKE,2011,306500.00 
KINGS PARK,2011,330000.00 
KINGSBURY,2011,475000.00 
KINGSVILLE,2011,599500.00 
KNOXFIELD,2011,480000.00 
KOO WEE RUP,2011,334500.00 
KOONDROOK,2011,150000.00 
KOROIT,2011,266000.00 
KORUMBURRA,2011,237500.00 
KURUNJANG,2011,300000.00 
KYABRAM,2011,200000.00 
KYNETON,2011,370000.00 
LAKE BOGA,2011,212500.00 
LAKE GARDENS,2011,400500.00 
LAKE TYERS BEACH,2011,285000.00 
LAKE WENDOUREE,2011,627500.00 
LAKES ENTRANCE,2011,300000.00 
LALOR,2011,380000.00 
LANCEFIELD,2011,321000.00 
LANG LANG,2011,310000.00 
LANGWARRIN,2011,387500.00 
LARA,2011,327500.00 
LARA LAKE,2011,355000.00 
LAUNCHING PLACE,2011,343500.00 
LAVERTON,2011,340000.00 
LAVERTON SOUTH,2011,400000.00 
LEARMONTH,2011,260000.00 
LENEVA,2011,362000.00 
LEONGATHA,2011,282500.00 
LEOPOLD,2011,340000.00 
LILYDALE,2011,456000.00 
LINTON,2011,168500.00 
LISMORE,2011,145000.00 
LOCH SPORT,2011,165000.00 
LOCKINGTON,2011,146500.00 
LONG GULLY,2011,220000.00 
LONGWARRY,2011,275000.00 
LORNE,2011,840000.00 
LOVELY BANKS,2011,385500.00 
LOWER PLENTY,2011,587500.00 
LUCAS,2011,-
LUCKNOW,2011,247500.00 
LYNBROOK,2011,424500.00 
LYNDHURST,2011,440500.00 
LYSTERFIELD,2011,642500.00 
LYSTERFIELD SOUTH,2011,895000.00 
MACEDON,2011,434500.00 
MACLEOD,2011,600000.00 
MACS COVE,2011,176000.00 
MADDINGLEY,2011,300000.00 
MAFFRA,2011,230000.00 
MAIDEN GULLY,2011,408500.00 
MAIDSTONE,2011,540000.00 
MALDON,2011,267500.00 
MALLACOOTA,2011,263000.00 
MALMSBURY,2011,300000.00 
MALVERN,2011,1542500.00 
MALVERN EAST,2011,1120000.00 
MANANGATANG,2011,40000.00 
MANIFOLD HEIGHTS,2011,449000.00 
MANOR LAKES,2011,360000.00 
MANSFIELD,2011,301500.00 
MARENGO,2011,502500.00 
MARIBYRNONG,2011,645000.00 
MARONG,2011,285000.00 
MARSHALL,2011,322500.00 
MARYBOROUGH,2011,180000.00 
MARYSVILLE,2011,395500.00 
MCCRAE,2011,623000.00 
MCKENZIE HILL,2011,394000.00 
MCKINNON,2011,925000.00 
MEADOW HEIGHTS,2011,321500.00 
MELTON,2011,256000.00 
MELTON SOUTH,2011,247000.00 
MELTON WEST,2011,300000.00 
MENTONE,2011,692500.00 
MENZIES CREEK,2011,475000.00 
MERBEIN,2011,157000.00 
MERINDA PARK,2011,305000.00 
MERNDA,2011,397000.00 
MERRIJIG (MANSFIELD),2011,342500.00 
METUNG,2011,267500.00 
MICKLEHAM,2011,-
MIDDLE PARK,2011,1345000.00 
MILDURA,2011,222000.00 
MILL PARK,2011,410000.00 
MILLGROVE,2011,235000.00 
MINERS REST,2011,339000.00 
MINYIP,2011,82500.00 
MIRBOO NORTH,2011,257000.00 
MITCHAM,2011,595000.00 
MITCHELL PARK,2011,247500.00 
MOE,2011,165000.00 
MONBULK,2011,392500.00 
MONT ALBERT,2011,1310000.00 
MONT ALBERT NORTH,2011,850500.00 
MONTMORENCY,2011,560000.00 
MONTROSE,2011,435000.00 
MOONEE PONDS,2011,780500.00 
MOORABBIN,2011,657000.00 
MOOROOLBARK,2011,435000.00 
MOOROOPNA,2011,215000.00 
MORDIALLOC,2011,660000.00 
MORNINGTON,2011,525000.00 
MORTLAKE,2011,146000.00 
MORWELL,2011,158500.00 
MOUNT BEAUTY,2011,173000.00 
MOUNT CLEAR,2011,287000.00 
MOUNT DANDENONG,2011,447500.00 
MOUNT DUNEED,2011,190000.00 
MOUNT ELIZA,2011,725000.00 
MOUNT EVELYN,2011,400000.00 
MOUNT HELEN,2011,355000.00 
MOUNT MACEDON,2011,512500.00 
MOUNT MARTHA,2011,690000.00 
MOUNT PLEASANT,2011,248500.00 
MOUNT WAVERLEY,2011,745000.00 
MULGRAVE,2011,531000.00 
MURCHISON,2011,165000.00 
MURRUMBEENA,2011,822000.00 
MURTOA,2011,133000.00 
MYRTLEFORD,2011,219000.00 
NAGAMBIE,2011,248000.00 
NARRE WARREN,2011,364000.00 
NARRE WARREN NORTH,2011,730000.00 
NARRE WARREN SOUTH,2011,405000.00 
NATHALIA,2011,150000.00 
NATIMUK,2011,142500.00 
NEERIM SOUTH,2011,260000.00 
NELSON,2011,240000.00 
NERRINA,2011,387000.00 
NEW GISBORNE,2011,492000.00 
NEWBOROUGH,2011,186000.00 
NEWCOMB,2011,275000.00 
NEWINGTON,2011,290000.00 
NEWLANDS ARM,2011,332000.00 
NEWPORT,2011,680000.00 
NEWSTEAD,2011,243000.00 
NEWTOWN (GREATER GEELONG),2011,533000.00 
NHILL,2011,107000.00 
NICHOLS POINT,2011,311500.00 
NIDDRIE,2011,742500.00 
NOBLE PARK,2011,410000.00 
NOBLE PARK NORTH,2011,395000.00 
NOOJEE,2011,200000.00 
NORLANE,2011,203000.00 
NORTH BENDIGO,2011,230000.00 
NORTH GEELONG,2011,292500.00 
NORTH MELBOURNE,2011,750000.00 
NORTH WONTHAGGI,2011,287000.00 
NORTHCOTE,2011,780000.00 
NOTTING HILL,2011,525500.00 
NUMURKAH,2011,190500.00 
NUNAWADING,2011,585000.00 
NYAH WEST,2011,70000.00 
NYORA,2011,216500.00 
OAK PARK,2011,590000.00 
OAKLEIGH,2011,700000.00 
OAKLEIGH EAST,2011,640000.00 
OAKLEIGH SOUTH,2011,615000.00 
OCEAN GROVE,2011,479000.00 
OFFICER,2011,396000.00 
OFFICER SOUTH,2011,-
OLINDA,2011,520000.00 
ORBOST,2011,151500.00 
ORMOND,2011,912500.00 
OSBORNE,2011,488500.00 
OUYEN,2011,110000.00 
PAKENHAM,2011,340000.00 
PARADISE BEACH,2011,159500.00 
PARK ORCHARDS,2011,942500.00 
PARKDALE,2011,756000.00 
PARKVILLE,2011,1100000.00 
PASCOE VALE,2011,575000.00 
PASCOE VALE SOUTH,2011,612500.00 
PATTERSON GARDENS,2011,605000.00 
PATTERSON LAKES,2011,625000.00 
PAYNESVILLE,2011,323500.00 
PEARCEDALE,2011,405000.00 
PENSHURST,2011,165000.00 
PETERBOROUGH,2011,410000.00 
PIONEER BAY,2011,197500.00 
PLENTY,2011,730000.00 
POINT COOK,2011,445000.00 
POINT LONSDALE,2011,670000.00 
POOWONG,2011,208000.00 
POREPUNKAH,2011,276000.00 
PORT ALBERT,2011,180000.00 
PORT FAIRY,2011,380000.00 
PORT FRANKLIN,2011,205000.00 
PORT MELBOURNE,2011,915000.00 
PORT WELSHPOOL,2011,195000.00 
PORTARLINGTON,2011,425000.00 
PORTLAND,2011,236500.00 
PORTLAND NORTH,2011,215000.00 
PORTSEA,2011,1625000.00 
PRAHRAN,2011,955000.00 
PRESTON,2011,602000.00 
PRINCES HILL,2011,967500.00 
PYRAMID HILL,2011,91000.00 
QUARRY HILL,2011,292500.00 
QUEENSCLIFF,2011,590000.00 
RAINBOW,2011,71500.00 
RAWSON,2011,161000.00 
RAYMOND ISLAND,2011,262500.00 
RED CLIFFS,2011,170000.00 
REDAN,2011,227500.00 
RESEARCH,2011,657000.00 
RESERVOIR,2011,500000.00 
RHYLL,2011,415000.00 
RICHMOND,2011,825000.00 
RIDDELLS CREEK,2011,449000.00 
RINGWOOD,2011,506000.00 
RINGWOOD EAST,2011,520000.00 
RINGWOOD NORTH,2011,569000.00 
RIPPLESIDE,2011,510000.00 
ROBINVALE,2011,136000.00 
ROCHESTER,2011,185000.00 
ROCKBANK,2011,251000.00 
ROMSEY,2011,360000.00 
ROSANNA,2011,725000.00 
ROSEBUD,2011,360000.00 
ROSEBUD SOUTH,2011,460000.00 
ROSEDALE,2011,189000.00 
ROWVILLE,2011,527500.00 
ROXBURGH PARK,2011,360000.00 
RUSHWORTH,2011,155000.00 
RUTHERGLEN,2011,207000.00 
RYE,2011,440000.00 
SAFETY BEACH,2011,553000.00 
SAILORS GULLY,2011,265000.00 
SALE,2011,291500.00 
SAN REMO,2011,411000.00 
SANCTUARY LAKES,2011,475000.00 
SANDHURST,2011,509000.00 
SANDRINGHAM,2011,1202500.00 
SANDY POINT,2011,375000.00 
SASSAFRAS,2011,497500.00 
SCORESBY,2011,472000.00 
SEA LAKE,2011,112000.00 
SEABROOK,2011,407500.00 
SEAFORD,2011,415000.00 
SEAHOLME,2011,630000.00 
SEASPRAY,2011,165000.00 
SEBASTOPOL,2011,228000.00 
SEDDON,2011,620500.00 
SELBY,2011,421500.00 
SEVILLE,2011,380000.00 
SEVILLE EAST,2011,364500.00 
SEYMOUR,2011,190000.00 
SHEPPARTON,2011,242500.00 
SHEPPARTON NORTH,2011,330500.00 
SHOREHAM,2011,585000.00 
SILVERLEAVES,2011,500000.00 
SKENES CREEK,2011,370000.00 
SKIPTON,2011,160000.00 
SKYE,2011,385000.00 
SMITHS BEACH,2011,380000.00 
SMYTHESDALE,2011,259000.00 
SOLDIERS HILL,2011,278000.00 
SOMERS,2011,615000.00 
SOMERVILLE,2011,375000.00 
SORRENTO,2011,905000.00 
SOUTH DUDLEY,2011,230000.00 
SOUTH GEELONG,2011,382500.00 
SOUTH KINGSVILLE,2011,620000.00 
SOUTH MELBOURNE,2011,925000.00 
SOUTH MORANG,2011,410000.00 
SOUTH YARRA,2011,1125000.00 
SPOTSWOOD,2011,602500.00 
SPRING GULLY,2011,320000.00 
SPRINGVALE,2011,470000.00 
SPRINGVALE SOUTH,2011,420000.00 
ST ALBANS,2011,387000.00 
ST ALBANS PARK,2011,310000.00 
ST ANDREWS BEACH,2011,550000.00 
ST ARNAUD,2011,125000.00 
ST HELENA,2011,570000.00 
ST KILDA,2011,860000.00 
ST KILDA EAST,2011,962500.00 
ST KILDA WEST,2011,1700000.00 
ST LEONARDS,2011,389000.00 
STANHOPE,2011,152000.00 
STAWELL,2011,147000.00 
STRATFORD,2011,242500.00 
STRATHDALE,2011,369500.00 
STRATHFIELDSAYE,2011,370000.00 
STRATHMERTON,2011,107500.00 
STRATHMORE,2011,820000.00 
STRATHMORE HEIGHTS,2011,700000.00 
STRATHTULLOH,2011,-
STUDFIELD,2011,470000.00 
SUNBURY,2011,360000.00 
SUNDERLAND BAY,2011,280000.00 
SUNNYCLIFFS,2011,70000.00 
SUNSET STRIP,2011,286500.00 
SUNSHINE,2011,430000.00 
SUNSHINE NORTH,2011,420000.00 
SUNSHINE WEST,2011,391500.00 
SURF BEACH,2011,350000.00 
SURREY HILLS,2011,1212000.00 
SWAN HILL,2011,225000.00 
SYDENHAM,2011,420500.00 
SYNDAL,2011,850000.00 
TALLANGATTA,2011,175000.00 
TARNEIT,2011,369000.00 
TATURA,2011,215000.00 
TAWONGA,2011,260000.00 
TAWONGA SOUTH,2011,230000.00 
TAYLORS HILL,2011,420000.00 
TAYLORS LAKES,2011,500000.00 
TECOMA,2011,427500.00 
TEMPLESTOWE,2011,804000.00 
TEMPLESTOWE LOWER,2011,711500.00 
TERANG,2011,160000.00 
THE BASIN,2011,400000.00 
THE HONEYSUCKLES,2011,236000.00 
THE PATCH,2011,470000.00 
THOMASTOWN,2011,400000.00 
THOMSON (GREATER GEELONG),2011,281500.00 
THORNBURY,2011,690000.00 
THORNHILL PARK,2011,-
TIMBOON,2011,211500.00 
TONGALA,2011,154000.00 
TOONGABBIE,2011,230000.00 
TOORA,2011,220000.00 
TOORADIN,2011,365000.00 
TOORAK,2011,2617500.00 
TOOTGAROOK,2011,373500.00 
TORQUAY,2011,563500.00 
TRAFALGAR,2011,271500.00 
TRARALGON,2011,270000.00 
TRARALGON EAST,2011,405000.00 
TRAVANCORE,2011,672000.00 
TRENTHAM,2011,287000.00 
TRUGANINA,2011,357000.00 
TULLAMARINE,2011,420000.00 
TYABB,2011,350500.00 
TYLDEN,2011,347500.00 
UPPER FERNTREE GULLY,2011,400000.00 
UPWEY,2011,415000.00 
VENTNOR,2011,365000.00 
VENUS BAY,2011,265500.00 
VERMONT,2011,552500.00 
VERMONT SOUTH,2011,674000.00 
VIEWBANK,2011,604500.00 
VIOLET TOWN,2011,170000.00 
WAHGUNYAH,2011,190000.00 
WALKERVILLE,2011,229500.00 
WALLAN,2011,350000.00 
WALLAN EAST,2011,305000.00 
WANDANA HEIGHTS,2011,592500.00 
WANDIN NORTH,2011,380500.00 
WANGARATTA,2011,240000.00 
WANTIRNA,2011,528000.00 
WANTIRNA SOUTH,2011,582000.00 
WARBURTON,2011,315000.00 
WARNEET,2011,295000.00 
WARRACKNABEAL,2011,115000.00 
WARRAGUL,2011,295000.00 
WARRANDYTE,2011,657000.00 
WARRANWOOD,2011,632500.00 
WARRNAMBOOL,2011,320000.00 
WATERWAYS,2011,688000.00 
WATSONIA,2011,500000.00 
WATSONIA NORTH,2011,470500.00 
WATTLE GLEN,2011,569500.00 
WAURN PONDS,2011,421000.00 
WEDDERBURN,2011,123000.00 
WEIR VIEWS,2011,-
WENDOUREE,2011,235000.00 
WENDOUREE WEST,2011,166000.00 
WERRIBEE,2011,315000.00 
WERRIBEE SOUTH,2011,436000.00 
WESBURN,2011,327000.00 
WEST FOOTSCRAY,2011,525000.00 
WEST MELBOURNE,2011,885000.00 
WEST WODONGA,2011,275000.00 
WESTALL,2011,490000.00 
WESTGARTH,2011,951000.00 
WESTMEADOWS,2011,397500.00 
WHEELERS HILL,2011,650000.00 
WHITE HILLS,2011,265000.00 
WHITTINGTON,2011,265000.00 
WHITTLESEA,2011,372500.00 
WILLAURA,2011,97000.00 
WILLIAMS LANDING,2011,371000.00 
WILLIAMSTOWN,2011,900000.00 
WILLIAMSTOWN NORTH,2011,839000.00 
WIMBLEDON HEIGHTS,2011,259000.00 
WINCHELSEA,2011,260000.00 
WINDSOR,2011,824000.00 
WINTER VALLEY,2011,329000.00 
WODONGA,2011,279500.00 
WOLLERT,2011,450000.00 
WONGA PARK,2011,672500.00 
WONTHAGGI,2011,257500.00 
WOODEND,2011,475000.00 
WOOLAMAI WATERS,2011,350000.00 
WOORI YALLOCK,2011,312000.00 
WY YUNG,2011,288500.00 
WYCHEPROOF,2011,86000.00 
WYE RIVER,2011,680000.00 
WYNDHAM VALE,2011,290000.00 
YACKANDANDAH,2011,290000.00 
YALLAMBIE,2011,506000.00 
YALLOURN NORTH,2011,139000.00 
YARRA GLEN,2011,425000.00 
YARRA JUNCTION,2011,365000.00 
YARRAGON,2011,255000.00 
